English_Term,Italian_Translation,Italian_IPA,English_Sentence,Italian_Sentence_Translation,Italian_Sentence_IPA,CEFR_Level,Taxonomy,Tags,Notes
self,sé,/se/,What is liable to not-self?,Che cosa è passibile di non sé?,/ke kɔza e passibile dɪ non se?/,A1,Social,"A1,Social",
sell,vendere,/vɛndere/,Have you anything to sell?,Avete qualcosa da vendere?,/avete kwalkɔza da vɛndere?/,A1,Professional,"A1,Professional",
send,inviare,/inviare/,He did not send me!,Non mi ha mandato lui!,/non mɪ a mandato lui!/,A1,Travel,"A1,Travel",
sentence,frase,/fraze/,[Footnote: The first sentence is obscure.,[La prima frase è oscura.,/[la prima fraze e oskura./,A1,Social,"A1,Social",
set,set,/sɛt/,Wants it to set in.,Vuole che si instauri.,/vʊɔle ke sɪ instaʊrɪ./,A1,Social,"A1,Social",
seven,sette,/sɛtːe/,There were seven—an imperial suite.,"Erano sette, una suite imperiale.","/ɛrano sɛtːe, ʊna sʊite imperiale./",A1,Time & Quantity,"A1,Time & Quantity",
seventeen,diciassette,/ditʃassɛtːe/,She was not past seventeen.,Non aveva superato i diciassette anni.,/non aveva sʊperato i ditʃassɛtːe annɪ./,A1,Time & Quantity,"A1,Time & Quantity",
seventy,settanta,/setːanta/,The group of seventy-five is finished.,Il gruppo di settantacinque persone è finito.,/il ɡrupːo dɪ setːantatʃinkwe persone e finito./,A1,Time & Quantity,"A1,Time & Quantity",
shake,scuotere,/skʊɔtere/,"What, do you shake at that?","Che c'è, tremate per questo?","/ke tʃɛː, tremate per kwesto?/",A1,Social,"A1,Social",
share,quota,/kwɔta/,A’ would have ten shares.,"A"" avrebbe dieci azioni.","/aː"" avrɛbːe djɛtʃɪ atsionɪ./",A1,Shopping,"A1,Shopping",
she,lei,/lɛi/,She must have been crying.,Deve aver pianto.,/dɛve avɛr pjanto./,A1,,A1,
sheep,pecora,/pɛkora/,But this Sheep was no fool.,Ma questa Pecora non era una sciocca.,/ma kwesta pɛkora non ɛra ʊna ʃɔkːa./,A1,Social,"A1,Social",
shelf,scaffale,/skaffale/,You will find an oil-can on a shelf in my cottage.,Troverete una lattina di olio su una mensola del mio cottage.,/troverete ʊna latːina dɪ ɔlio sʊ ʊna mɛnsola del mio kotːadʒe./,A1,Shopping,"A1,Shopping",
ship,nave,/nave/,Then you are on a ship?,Allora siete su una nave?,/allora sjete sʊ ʊna nave?/,A1,Shopping,"A1,Shopping",
shirt,camicia,/kamitʃa/,"Are they to be shirt-makers, or governesses?",Saranno camicierieri o governanti?,/saɾanno kamitʃeriɛrɪ o ɡovernantɪ?/,A1,Shopping,"A1,Shopping",
shoe,scarpa,/skarpa/,It is a lady’s shoe.,È una scarpa da donna.,/e ʊna skarpa da dɔnna./,A1,Shopping,"A1,Shopping",
shop,negozio,/neɡɔtsio/,The shop was close and hot.,Il negozio era vicino e caldo.,/il neɡɔtsio ɛra vitʃino e kaldo./,A1,Shopping,"A1,Shopping",
shopping,shopping,/ʃopːiŋɡ/,Shopping was the topic that now ensued.,L'argomento era lo shopping.,/larɡomento ɛra lo ʃopːiŋɡ./,A1,Shopping,"A1,Shopping",
short,breve,/brɛve/,There was a short pause.,C'è stata una breve pausa.,/tʃe stata ʊna brɛve paʊza./,A1,Food,"A1,Food",
should,dovrebbe,/dovrɛbːe/,How happy we should be!,Come dovremmo essere felici!,/kome dovremmo ɛssere felitʃɪ!/,A1,,A1,
shoulder,spalla,/spalla/,I have it on my shoulder.,Ce l'ho sulla spalla.,/tʃe lo sʊlla spalla./,A1,Food,"A1,Food",
show,mostra,/mostra/,This kindness will I show.,Questa gentilezza la mostrerò.,/kwesta dʒentiletsːa la mostreɾɔ./,A1,Social,"A1,Social",
shower,doccia,/dotʃːa/,A shower of fire had succeeded the rain.,Alla pioggia era seguita una pioggia di fuoco.,/alla pjɔdʒːa ɛra seɡwita ʊna pjɔdʒːa dɪ fʊɔko./,A1,Social,"A1,Social",
shy,timido,/timido/,The clergyman’s shy and sensitive reserve had balked this scheme.,Il timido e sensibile riserbo dell'ecclesiastico aveva ostacolato questo progetto.,/il timido e sensibile rizɛrbo dellekːlezjastiko aveva ostakolato kwesto prodʒɛtːo./,A1,Grammar,"A1,Grammar",
sick,malato,/malato/,A sick philosopher is incurable?,Un filosofo malato è incurabile?,/ʊn filɔzofo malato e inkʊrabile?/,A1,Grammar,"A1,Grammar",
side,lato,/lato/,These are the four sides.,Questi sono i quattro lati.,/kwestɪ sono i kwatːro latɪ./,A1,Social,"A1,Social",
sight,vista,/vista/,You know him by sight.,Lo si conosce di vista.,/lo sɪ konoʃe dɪ vista./,A1,Social,"A1,Social",
sign,segno,/seɲɲo/,"I know the signs, my dear.","Conosco i segnali, mia cara.","/konosko i seɲalɪ, mia kaɾa./",A1,Social,"A1,Social",
similar,simile,/simile/,Similar caltrops are drawn in MS.,Caltre simili sono disegnate nel MS.,/kaltre similɪ sono dizeɲate nel ɛmmeɛsse./,A1,Grammar,"A1,Grammar",
sing,cantare,/kantare/,CAIUS Vat is you sing?,CAIUS Vat is you sing?,/kajʊs vat is joʊ siŋɡ?/,A1,Food,"A1,Food",
singer,cantante,/kantante/,"O, I cry you mercy, you are the singer.","Oh, ti chiedo pietà, tu sei il cantante.","/oː, tɪ kjedo pjeta, tʊ sɛi il kantante./",A1,Social,"A1,Social",
sir,Signore,/siɲore/,"You come on business, sir.","Lei è venuto per affari, signore.","/lɛi e venuto per affarɪ, siɲore./",A1,Social,"A1,Social",
sister,sorella,/sorɛlla/,My sister will miss you.,Mancherai a mia sorella.,/mankeraːɪ a mia sorɛlla./,A1,Social,"A1,Social",
sit,sedersi,/sedersɪ/,"Where will you sit, uncle?","Dove ti siedi, zio?","/dove tɪ sjedɪ, dzio?/",A1,Professional,"A1,Professional",
site,sito,/sito/,Children are the site for human beings.,I bambini sono il sito degli esseri umani.,/i bambinɪ sono il sito deʎɪ ɛsserɪ ʊmanɪ./,A1,Social,"A1,Social",
situation,situazione,/sitʊatsione/,It is a retired situation.,È una situazione di pensionamento.,/e ʊna sitʊatsione dɪ pensjonamento./,A1,Professional,"A1,Professional",
six,sei,/sɛi/,This person has six elements.,Questa persona ha sei elementi.,/kwesta persona a sɛi elementɪ./,A1,Time & Quantity,"A1,Time & Quantity",
sixteen,sedici,/seditʃɪ/,She will be married at sixteen!,Si sposerà a sedici anni!,/sɪ spozeɾa a seditʃɪ annɪ!/,A1,Time & Quantity,"A1,Time & Quantity",
sixty,sessanta,/sessanta/,That his age was about sixty.,Che la sua età era di circa sessant'anni.,/ke la sʊa eta ɛra dɪ tʃirka sessantannɪ./,A1,Time & Quantity,"A1,Time & Quantity",
size,dimensione,/dimensjone/,Does not grow to large size.,Non cresce fino a grandi dimensioni.,/non kreʃe fino a ɡrandɪ dimensjonɪ./,A1,Grammar,"A1,Grammar",
skill,abilità,/abilita/,I have not the skill.,Non ne ho la capacità.,/non ne o la kapatʃita./,A1,Grammar,"A1,Grammar",
skirt,gonna,/ɡonna/,"O, no; I took yonder coat-skirts for his.","Oh, no; ho preso le gonne di questo cappotto per le sue.","/oː, nɔ; o prezo le ɡonne dɪ kwesto kapːɔtːo per le sue./",A1,Social,"A1,Social",
sky,cielo,/tʃɛlo/,The sky was absolutely black.,Il cielo era assolutamente nero.,/il tʃɛlo ɛra assolʊtamente nero./,A1,Home,"A1,Home",
sleep,dormire,/dormire/,Afraid to go to sleep!,Paura di andare a dormire!,/paʊra dɪ andare a dormire!/,A1,Time & Quantity,"A1,Time & Quantity",
slow,lento,/lɛnto/,I say lead is slow.,Io dico che il piombo è lento.,/io diko ke il pjɔmbo e lɛnto./,A1,Grammar,"A1,Grammar",
small,piccolo,/pikːolo/,The Small Division is finished.,La Piccola Divisione è finita.,/la pikːola divizione e finita./,A1,Grammar,"A1,Grammar",
smart,intelligente,/intellidʒɛnte/,"You shall smart for this, ’ gasped Mr.","Dovrà pagare per questo"", ha esclamato Mr.","/dovra paɡare per kwesto"", a esklamato ɛmmeɛrɾe./",A1,Grammar,"A1,Grammar",
smell,odore,/odore/,Is it a very nice smell?,È un odore molto gradevole?,/e ʊn odore molto ɡradevole?/,A1,Grammar,"A1,Grammar",
smile,sorriso,/sorɾizo/,I asked with a smile.,Chiesi con un sorriso.,/kjɛzɪ kon ʊn sorɾizo./,A1,Social,"A1,Social",
smith,fabbro,/fabːro/,It was a new one from Smith’s library.,Era una novità della biblioteca di Smith.,/ɛra ʊna novita della bibliotɛka dɪ zmit./,A1,Social,"A1,Social",
smoke,fumo,/fumo/,Fire is known by smoke.,Il fuoco è conosciuto come fumo.,/il fʊɔko e konoʃuto kome fumo./,A1,Social,"A1,Social",
smoking,fumare,/fʊmare/,We went on smoking the cigars.,Continuammo a fumare i sigari.,/kontinʊammo a fʊmare i siɡarɪ./,A1,Food,"A1,Food",
snake,serpente,/serpɛnte/,Snakes are disgusting and repulsive.,I serpenti sono disgustosi e ripugnanti.,/i serpɛntɪ sono dizɡʊstɔzɪ e ripʊɲantɪ./,A1,Social,"A1,Social",
snow,neve,/nɛve/,We had reached the region of eternal snows.,Avevamo raggiunto la regione delle nevi eterne.,/avevamo radʒːunto la redʒone delle nɛvɪ etɛrne./,A1,Social,"A1,Social",
snowy,innevato,/innevato/,Nivose (snowy) was the fourth of these months.,Nivose (nevoso) era il quarto di questi mesi.,/nivoze (nevozo) ɛra il kwarto dɪ kwestɪ mɛzɪ./,A1,Grammar,"A1,Grammar",
so,così,/kozi/,"So are you, ’ replied Nicholas.","Anche tu"", rispose Nicholas.","/anke tu"", rispoze nikolas./",A1,Social,"A1,Social",
soccer,calcio,/kaltʃo/,She will play soccer tomorrow.,Domani giocherà a calcio.,/domanɪ dʒokeɾa a kaltʃo./,A1,Activities,"A1,Activities",
social,sociale,/sotʃale/,"Social triumphs, too, had been effected.",Anche i trionfi sociali sono stati realizzati.,/anke i trionfɪ sotʃalɪ sono statɪ realidzːatɪ./,A1,Grammar,"A1,Grammar",
sofa,Divano,/divano/,The Sangha was offered a sofa.,Al Sangha è stato offerto un divano.,/al saŋɡa e stato offɛrto ʊn divano./,A1,Shopping,"A1,Shopping",
solve,risolvere,/rizolvere/,I’ll solve each and every question you have.,Risolverò ogni vostra domanda.,/rizolveɾɔ oɲɲɪ vɔstra domanda./,A1,Social,"A1,Social",
some,alcuni,/alkunɪ/,Some one has done it.,Qualcuno l'ha fatto.,/kwalkuno la fatːo./,A1,Grammar,"A1,Grammar",
somebody,qualcuno,/kwalkuno/,"Oh, you have trusted somebody?","Oh, vi siete fidati di qualcuno?","/oː, vɪ sjete fidatɪ dɪ kwalkuno?/",A1,,A1,
someone,qualcuno,/kwalkuno/,It’s when someone is content.,È quando qualcuno è soddisfatto.,/e kwando kwalkuno e sodːisfatːo./,A1,,A1,
something,qualcosa,/kwalkɔza/,There was something about it.,C'era qualcosa di particolare.,/tʃɛra kwalkɔza dɪ partikolare./,A1,,A1,
sometimes,a volte,/a vɔlte/,"Sometimes they do, worthy Gotama.","A volte lo fanno, degno Gotama.","/a vɔlte lo fanno, deɲɲo ɡotama./",A1,Grammar,"A1,Grammar",
son,figlio,/fiʎo/,The son had no watch.,Il figlio non aveva l'orologio.,/il fiʎo non aveva lorolodʒo./,A1,Social,"A1,Social",
song,canzone,/kantsone/,"Come, ’ said Wardle, ‘a song--a Christmas song!","Vieni"", disse Wardle, ""una canzone, una canzone di Natale!","/vjɛnɪ"", disse wardle, ""ʊna kantsone, ʊna kantsone dɪ natale!/",A1,Social,"A1,Social",
soon,presto,/prɛsto/,I shall see you soon.,Ci vediamo presto.,/tʃɪ vedjamo prɛsto./,A1,Grammar,"A1,Grammar",
sorry,dispiacere,/dispjatʃɛre/,I said I was sorry.,Ho detto che mi dispiace.,/o detːo ke mɪ dispɪaːtʃe./,A1,Grammar,"A1,Grammar",
sound,suono,/sʊɔno/,How sound is she asleep!,Come dorme profondamente!,/kome dɔrme profondamente!/,A1,Social,"A1,Social",
soup,zuppa,/dzupːa/,Soup made of boiled parchment became a luxury.,La zuppa di pergamena bollita divenne un lusso.,/la dzupːa dɪ perɡamɛna bollita divɛnne ʊn lusso./,A1,Food,"A1,Food",
south,sud,/sud/,I come from the south.,Vengo dal sud.,/veŋɡo dal sud./,A1,Social,"A1,Social",
space,spazio,/spatsio/,And what is the space element?,E qual è l'elemento spaziale?,/e kwal e lelemento spatsjale?/,A1,Social,"A1,Social",
speak,parlare,/parlare/,Speaks Suffolk as he thinks?,Parla Suffolk come pensa?,/parla suffolk kome pɛnsa?/,A1,Social,"A1,Social",
special,speciale,/spetʃale/,Can’t we get a special?,Non possiamo avere uno speciale?,/non possjamo avere uno spetʃale?/,A1,Social,"A1,Social",
speech,discorso,/diskorso/,And what is wrong speech?,E qual è il discorso sbagliato?,/e kwal e il diskorso zbaʎato?/,A1,Social,"A1,Social",
spell,incantesimo,/inkantezimo/,"How do you spell Gargery, Joe?","Come si scrive Gargery, Joe?","/kome sɪ skrive ɡardʒɛrɪ, dʒoe?/",A1,Social,"A1,Social",
spelling,ortografia,/ortoɡrafia/,My spelling may have gone with them.,La mia ortografia potrebbe averli abbandonati.,/la mia ortoɡrafia potrɛbːe avɛrlɪ abːandonatɪ./,A1,Social,"A1,Social",
spend,spendere,/spɛndere/,Do you want to spend anything now?,Vuoi spendere qualcosa adesso?,/vʊɔi spɛndere kwalkɔza adɛsso?/,A1,Time & Quantity,"A1,Time & Quantity",
sport,sport,/spɔrt/,We have sport in hand.,Abbiamo lo sport in mano.,/abːjamo lo spɔrt in mano./,A1,Social,"A1,Social",
spot,spot,/spot/,"This is the ""yellow spot.","Questo è il ""punto giallo"".","/kwesto ɛ iːl ""punto dʒallo""./",A1,Social,"A1,Social",
spring,primavera,/primavɛra/,"Spring had come, —was in full tide.","La primavera era arrivata, era in piena marea.","/la primavɛra ɛra arɾivata, ɛra in pjɛna marɛa./",A1,Time & Quantity,"A1,Time & Quantity",
spy,spia,/spia/,"I see her now, ” cried the spy.","Ora la vedo"", gridò la spia.","/ora la vedo"", ɡridɔ la spia./",A1,Social,"A1,Social",
stage,palcoscenico,/palkoʃɛniko/,Distrust is a stage to confidence.,La sfiducia è una tappa verso la fiducia.,/la sfidutʃa e ʊna tapːa vɛrso la fidutʃa./,A1,Social,"A1,Social",
stand,stand,/stand/,How does it stand now?,Com'è la situazione attuale?,/komɛ la sitʊatsione atːʊale?/,A1,Grammar,"A1,Grammar",
star,stella,/stella/,There were the stars above them.,Sopra di loro c'erano le stelle.,/sopra dɪ lɔro tʃɛrano le stelle./,A1,Social,"A1,Social",
start,inizio,/initsio/,There was a general start.,C'è stato un inizio generale.,/tʃe stato ʊn initsio dʒenerale./,A1,Social,"A1,Social",
statement,dichiarazione,/dikjaɾatsione/,These were the category (2) statements.,Queste erano le affermazioni della categoria (2).,/kweste ɛrano le affermatsionɪ della kateɡoria (due)./,A1,Social,"A1,Social",
station,stazione,/statsione/,You must meet her at the station.,Dovete incontrarla alla stazione.,/dovete inkontrarla alla statsione./,A1,Shopping,"A1,Shopping",
stay,soggiorno,/sodʒːorno/,He stays upon your will.,Rimane sulla vostra volontà.,/rimane sʊlla vɔstra volonta./,A1,Social,"A1,Social",
step,passo,/passo/,The minister went up the steps.,Il ministro salì i gradini.,/il ministro sali i ɡradinɪ./,A1,Social,"A1,Social",
still,ancora,/ankora/,But he is still alive.,Ma è ancora vivo.,/ma e ankora vivo./,A1,Grammar,"A1,Grammar",
stone,pietra,/pjɛtra/,It has stones and gravel.,Ha pietre e ghiaia.,/a pjɛtre e ɡjaia./,A1,Social,"A1,Social",
stop,fermarsi,/fermarsɪ/,"Do you stop here, sir?","Si ferma qui, signore?","/sɪ ferma kwi, siɲore?/",A1,Social,"A1,Social",
store,negozio,/neɡɔtsio/,All stores have had their boilers inspected.,Tutti i negozi hanno fatto ispezionare le loro caldaie.,/tutːɪ i neɡɔtsɪ anno fatːo ispetsjonare le lɔro kaldaje./,A1,Shopping,"A1,Shopping",
story,storia,/stɔria/,"This, briefly, is his story.","Questa, in breve, è la sua storia.","/kwesta, in brɛve, e la sʊa stɔria./",A1,Social,"A1,Social",
straight,dritto,/dritːo/,I’ll be with you straight.,Sarò subito da voi.,/saɾɔ subito da voi./,A1,Social,"A1,Social",
strange,strano,/strano/,She is a strange child!,È una bambina strana!,/e ʊna bambina strana!/,A1,Grammar,"A1,Grammar",
street,strada,/strada/,It is a by-street—very lonely.,"È una strada secondaria, molto solitaria.","/e ʊna strada sekondaria, molto solitaria./",A1,Shopping,"A1,Shopping",
strict,rigoroso,/riɡorozo/,This ascetic is much too strict!,Questo asceta è troppo severo!,/kwesto aʃɛta e trɔpːo sevɛro!/,A1,Grammar,"A1,Grammar",
strong,forte,/fɔrte/,You’ll think this tolerably strong.,Penserete che questo sia tollerabilmente forte.,/penserete ke kwesto sia tollerabilmente fɔrte./,A1,Grammar,"A1,Grammar",
student,studente,/stʊdɛnte/,"What do you think, student?","Cosa ne pensi, studente?","/kɔza ne pɛnsɪ, stʊdɛnte?/",A1,Social,"A1,Social",
study,studio,/studio/,What is a dietary study?,Che cos'è uno studio dietetico?,/ke kozɛ uno studio djetɛtiko?/,A1,Social,"A1,Social",
style,stile,/stile/,"Their style is direct, charming, and effective.","Il loro stile è diretto, affascinante ed efficace.","/il lɔro stile e dirɛtːo, affaʃinante ed effikatʃe./",A1,Social,"A1,Social",
subject,soggetto,/sodʒːetːo/,This is an important subject.,Si tratta di un argomento importante.,/sɪ tratːa dɪ ʊn arɡomento importante./,A1,Social,"A1,Social",
subway,metropolitana,/metropolitana/,There is already a subway in Rio.,A Rio c'è già una metropolitana.,/a rio tʃe dʒa ʊna metropolitana./,A1,Shopping,"A1,Shopping",
success,successo,/sʊtʃːɛsso/,These are the two successes.,Questi sono i due successi.,/kwestɪ sono i due sʊtʃːɛssɪ./,A1,Social,"A1,Social",
successful,successo,/sʊtʃːɛsso/,The last repetition was successful.,L'ultima ripetizione ha avuto successo.,/lultima ripetitsione a avuto sʊtʃːɛsso./,A1,Grammar,"A1,Grammar",
sugar,zucchero,/dzukːeɾo/,What are the dextrose sugars?,Quali sono gli zuccheri destrosio?,/kwalɪ sono ʎɪ dzukːeɾɪ destrozio?/,A1,Food,"A1,Food",
suggestion,suggerimento,/sʊdʒːerimento/,The suggestion was distasteful to Gatsby.,Il suggerimento era sgradevole per Gatsby.,/il sʊdʒːerimento ɛra zɡradevole per ɡatzbɪ./,A1,Social,"A1,Social",
sum,somma,/somma/,"Alms, if the sum borrowed is returned?","L'elemosina, se la somma presa in prestito viene restituita?","/lelemɔzina, se la somma preza in prɛstito vjɛne restitʊita?/",A1,Grammar,"A1,Grammar",
summer,estate,/estate/,Is summer good to him?,L'estate è buona per lui?,/lestate e bʊɔna per lui?/,A1,Time & Quantity,"A1,Time & Quantity",
sun,sole,/sole/,The sun does not move.,Il sole non si muove.,/il sole non sɪ mʊove./,A1,Social,"A1,Social",
sunny,solare,/solare/,"The sky had changed from clear, sunny cold, to driving sleet and mist.",Il cielo era passato da un freddo limpido e soleggiato a nevischio e nebbia.,/il tʃɛlo ɛra passato da ʊn fredːo limpido e soledʒːato a neviskio e nebːia./,A1,Grammar,"A1,Grammar",
sunshine,sole,/sole/,This paper is as sunshine.,Questo documento è come il sole.,/kwesto dokʊmento e kome il sole./,A1,Abstract,"A1,Abstract",
super,super,/super/,"Forty, then, is four times ten, a number of super-inclusiveness or super-universality.","Quaranta, quindi, è quattro volte dieci, un numero di super-inclusività o super-universalità.","/kwaɾanta, kwindɪ, e kwatːro vɔlte djɛtʃɪ, ʊn numero dɪ superinklʊzivita o superʊniversalita./",A1,Social,"A1,Social",
supermarket,supermercato,/sʊpermerkato/,It would seem that the spiritual supermarket is no new thing.,Sembra che il supermercato spirituale non sia una novità.,/sembra ke il sʊpermerkato spiritʊale non sia ʊna novita./,A1,Shopping,"A1,Shopping",
sure,sicuro,/sikuro/,"To be sure, ’ rejoined Mrs.","Certo,"" ribatté Mrs.","/tʃɛrto,"" ribatːe ɛmmeɛrɾeɛsse./",A1,Grammar,"A1,Grammar",
surf,navigare,/naviɡare/,"On one occasion, we visited the beach together, when the surf was full of people.","In un'occasione abbiamo visitato insieme la spiaggia, quando il mare era pieno di gente.","/in ʊnokːazione abːjamo vizitato insɪɛme la spjadʒːa, kwando il mare ɛra pjɛno dɪ dʒɛnte./",A1,Travel,"A1,Travel",
surprise,sorpresa,/sorpreza/,"Why, this IS a surprise!",Questa sì che è una sorpresa!,/kwesta siː ke e ʊna sorpreza!/,A1,Professional,"A1,Professional",
survey,sondaggio,/sondadʒːo/,I am come to survey the Tower this day.,Oggi sono venuto a visitare la Torre.,/ɔdʒːɪ sono venuto a vizitare la torɾe./,A1,Social,"A1,Social",
sweater,maglione,/maʎone/,That is a nice sweater.,È un bel maglione.,/e ʊn bɛl maʎone./,A1,Social,"A1,Social",
sweet,dolce,/doltʃe/,"Shall we part, sweet girl?","Ci lasciamo, dolce ragazza?","/tʃɪ laʃamo, doltʃe raɡatsːa?/",A1,Social,"A1,Social",
swim,nuotare,/nʊotare/,"Swim away from me, do ye?","Non mi lasciate nuotare, vero?","/non mɪ laʃate nʊotare, vero?/",A1,Travel,"A1,Travel",
swimming,nuoto,/nʊɔto/,Tom was swimming in bliss.,Tom stava nuotando nella beatitudine.,/tɔm stava nʊotando nella beatitudine./,A1,Grammar,"A1,Grammar",
swimming,nuoto,/nʊɔto/,Tom was swimming in bliss.,Tom stava nuotando nella beatitudine.,/tɔm stava nʊotando nella beatitudine./,A1,Grammar,"A1,Grammar",
table,tavolo,/tavolo/,It were the Poison-bottle on table.,Era la bottiglia di veleno sul tavolo.,/ɛra la botːiʎa dɪ veleno sʊl tavolo./,A1,Food,"A1,Food",
take,prendere,/prɛndere/,Now--shall I take you in?,Ora... devo portarti dentro?,/ora... dɛvo portartɪ dentro?/,A1,Food,"A1,Food",
talk,parlare,/parlare/,What nonsense you do talk!,Che sciocchezze dici!,/ke ʃokːetsːe ditʃɪ!/,A1,Social,"A1,Social",
tall,alto,/alto/,Is she as tall as me?,È alta come me?,/e alta kome me?/,A1,Grammar,"A1,Grammar",
taxi,taxi,/taksɪ/,But I’d be glad if you’d order me the taxi.,Ma mi farebbe piacere se mi ordinasse il taxi.,/ma mɪ farɛbːe pjatʃere se mɪ ordinasse il taksɪ./,A1,Shopping,"A1,Shopping",
tea,tè,/tɛ/,I’ll come back to tea.,Tornerò per il tè.,/torneɾɔ per il tɛ./,A1,Food,"A1,Food",
teach,insegnare,/inseɲare/,They should teach the harem.,Dovrebbero insegnare all'harem.,/dovrebːero inseɲare allharem./,A1,Social,"A1,Social",
teacher,insegnante,/inseɲante/,Now we have no Teacher.,Ora non abbiamo un insegnante.,/ora non abːjamo ʊn inseɲante./,A1,Social,"A1,Social",
team,squadra,/skwadra/,"The wagons will move swiftly when lightly-laden, and won’t tire our draught teams.",I carri si muoveranno rapidamente con un carico leggero e non affaticheranno le nostre squadre da tiro.,/i karɾɪ sɪ mʊoveranno rapidamente kon ʊn kariko ledʒːɛro e non affatikeranno le nɔstre skwadre da tiro./,A1,Professional,"A1,Professional",
technology,tecnologia,/teknolodʒia/,"The report says science, technology, and innovation are necessities, not luxuries.","Il rapporto afferma che la scienza, la tecnologia e l'innovazione sono necessità, non lussi.","/il rapːɔrto afferma ke la ʃɛntsa, la teknolodʒia e linnovatsione sono netʃessita, non lussɪ./",A1,Grammar,"A1,Grammar",
teenager,adolescente,/adoleʃɛnte/,They are extremely popular among teenagers.,Sono estremamente popolari tra gli adolescenti.,/sono estremamente popolarɪ tra ʎɪ adoleʃɛntɪ./,A1,Social,"A1,Social",
telephone,telefono,/telɛfono/,"He has to telephone, ” said Mr.","Deve telefonare"", ha detto il Sig.","/dɛve telefonare"", a detːo il siɡ./",A1,Social,"A1,Social",
television,televisione,/televizione/,"If memories of past lives are like watching a show on TV, insight into dependent origination is like understanding the science and technology of how television transmission works.","Se i ricordi delle vite passate sono come la visione di un programma televisivo, la comprensione dell'origine dipendente è come la comprensione della scienza e della tecnologia del funzionamento della trasmissione televisiva.","/se i rikɔrdɪ delle vite passate sono kome la vizione dɪ ʊn proɡramma televizivo, la komprensjone delloridʒine dipendɛnte e kome la komprensjone della ʃɛntsa e della teknolodʒia del fʊntsjonamento della trazmissjone televiziva./",A1,Social,"A1,Social",
tell,raccontare,/rakːontare/,Maybe he tells you true.,Forse ti dice la verità.,/forse tɪ ditʃe la verita./,A1,Social,"A1,Social",
temple,tempio,/tempio/,The Temple was destroyed A.,Il Tempio fu distrutto A.,/il tempio fʊ distrutːo aː./,A1,Shopping,"A1,Shopping",
ten,dieci,/djɛtʃɪ/,These are the ten fetters.,Queste sono le dieci catene.,/kweste sono le djɛtʃɪ katene./,A1,Time & Quantity,"A1,Time & Quantity",
tennis,tennis,/tɛnnis/,Couldn’t you have escaped to tennis?,Non potevi scappare a tennis?,/non potɛvɪ skapːare a tɛnnis?/,A1,Activities,"A1,Activities",
terrible,terribile,/terɾibile/,The terrible task was over.,Il terribile compito era terminato.,/il terɾibile kompito ɛra terminato./,A1,Grammar,"A1,Grammar",
test,test,/tɛst/,This is the Arata test.,Questo è il test di Arata.,/kwesto ɛ il tɛst dɪ aɾata./,A1,Social,"A1,Social",
text,testo,/tɛsto/,I think the text is corrupt.,Credo che il testo sia corrotto.,/krɛdo ke il tɛsto sia korɾotːo./,A1,Social,"A1,Social",
than,di,/di/,I knew better than that.,Sapevo bene che non era così.,/sapevo bɛne ke non ɛra kozi./,A1,,A1,
thank,Grazie,/ɡratsje/,"Nothing, thank you, ” said I.","Niente, grazie"", dissi.","/njɛnte, ɡratsje"", dissɪ./",A1,Social,"A1,Social",
thanks,grazie,/ɡratsje/,Where should we have our thanks?,Dove dobbiamo ringraziare?,/dove dobːjamo riŋɡratsjare?/,A1,Social,"A1,Social",
that,che,/ke/,I should ask that question.,Dovrei fare questa domanda.,/dovrɛi fare kwesta domanda./,A1,,A1,
the,il,/iːl/,The Brothers are now dead.,I Fratelli sono morti.,/i fratɛllɪ sono mɔrtɪ./,A1,,A1,
theater,teatro,/teatro/,The theater's acoustics were top-notch.,L'acustica del teatro era di alto livello.,/lakustika del teatro ɛra dɪ alto livɛllo./,A1,Social,"A1,Social",
theatre,teatro,/teatro/,My very best go-to-concert-and-theatre bonnet.,La mia migliore cuffia da concerto e da teatro.,/la mia miʎore kuffia da kontʃɛrto e da teatro./,A1,Social,"A1,Social",
their,loro,/lɔro/,So is theirs and ours.,Anche il loro e il nostro.,/anke il lɔro e il nɔstro./,A1,,A1,
them,loro,/lɔro/,You will never forget them.,Non li dimenticherete mai.,/non lɪ dimentikerete maj./,A1,,A1,
then,allora,/allora/,The journey was then resumed.,Il viaggio è poi ripreso.,/il vjadʒːo e pɔi riprezo./,A1,Time & Quantity,"A1,Time & Quantity",
there,lì,/li/,There was comfort in this.,Questo mi ha confortato.,/kwesto mɪ a konfortato./,A1,Grammar,"A1,Grammar",
these,questi,/kwestɪ/,These hang-dog outcasts have it.,Questi emarginati hanno la possibilità di farlo.,/kwestɪ emardʒinatɪ anno la possibilita dɪ farlo./,A1,,A1,
they,essi,/ɛssɪ/,What are they to me!,Cosa sono per me!,/kɔza sono per me!/,A1,,A1,
thick,spessa,/spessa/,It was long and thick.,Era lungo e spesso.,/ɛra luŋɡo e spesso./,A1,Grammar,"A1,Grammar",
thin,sottile,/sotːile/,"Come, you thin thing, come, you rascal!","Vieni, magro, vieni, furfante!","/vjɛnɪ, maɡro, vjɛnɪ, fʊrfante!/",A1,Grammar,"A1,Grammar",
thing,cosa,/kɔza/,These are the four things.,Queste sono le quattro cose.,/kweste sono le kwatːro kɔze./,A1,Social,"A1,Social",
